Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,OfficialSite,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,AnalystRatingStrongBuy,AnalystRatingBuy,AnalystRatingHold,AnalystRatingSell,AnalystRatingStrongSell,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,DividendDate,ExDividendDate,PricePerShare
PANW,Common Stock,Palo Alto Networks Inc,"Palo Alto Networks, Inc. provides cybersecurity platform solutions globally. The company is headquartered in Santa Clara, California.",1327567,NASDAQ,USD,USA,TECHNOLOGY,"COMPUTER PERIPHERAL EQUIPMENT, NEC","4401 GREAT AMERICA PARKWAY, SANTA CLARA, CA, US",https://www.paloaltonetworks.com,July,2024-10-31,122171310000,1094400000,48.36,2.073,15.9,None,None,3.85,25.15,0.321,0.12,0.0322,0.745,8027500000,3782800000,3.85,0.591,0.121,204.24,12,29,11,2,0,48.36,58.14,15.22,20.67,14.46,86.77,1.118,207.24,130.04,191.88,167.42,656200000,None,None,186.18
DE,Common Stock,Deere & Company,"John Deere is the brand name of Deere & Company, an American corporation that manufactures agricultural, construction, and forestry machinery, diesel engines, drivetrains (axles, transmissions, gearboxes) used in heavy equipment, and lawn care equipment.",315189,NYSE,USD,USA,TECHNOLOGY,FARM MACHINERY & EQUIPMENT,"ONE JOHN DEERE PLACE, MOLINE, IL, US",https://www.deere.com,October,2024-10-31,116793549000,14364000000,16.78,2.172,84.29,0,0.0145,25.63,200.39,0.147,0.19,0.0786,0.355,55955001000,21117000000,25.63,-0.383,-0.168,464.48,5,7,11,0,1,16.78,22.17,2.087,5.11,3.44,11.84,0.935,469.39,339.0,424.27,395.8,271575000,2025-02-10,2024-09-30,430.06
ADP,Common Stock,Automatic Data Processing Inc,"Automatic Data Processing, Inc. (ADP) is an American provider of human resources management software and services.",8670,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,"ONE ADP BOULVARD, ROSELAND, NJ, US",https://www.adp.com,June,2024-09-30,120680612000,5733100000,31.64,2.688,13.12,5.6,0.0208,9.36,47.66,0.197,0.265,0.0654,0.873,19522900000,8510000000,9.36,0.125,0.071,296.88,2,2,14,0,1,31.64,29.59,6.18,22.56,6.65,20.51,0.795,308.03,226.69,297.84,266.17,407457000,2025-01-01,2024-12-13,296.18
FI,Common Stock,"Fiserv, Inc.","Frank's International NV, provides various tubular engineering services for oil and gas exploration and production, and oilfield service companies in the United States, Europe, the Middle East, Africa, Latin America, Asia Pacific and internationally. The company is headquartered in Den Helder, the Netherlands.",798354,NYSE,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,"255 FISERV DR, PO BOX 979, BROOKFIELD, WI, US",https://www.fiserv.com,December,2024-09-30,118306701000,8766000000,40.14,1.407,48.69,None,None,5.18,34.31,0.152,0.307,0.0432,0.106,20121999000,9745000000,5.18,-0.372,0.07,230.7,10,21,7,0,1,40.14,20.45,5.88,4.263,7.11,16.4,0.919,223.23,131.41,207.94,172.28,568919000,2017-09-15,2017-08-29,207.95
LMT,Common Stock,Lockheed Martin Corporation,"Lockheed Martin Corporation is an American aerospace, defense, information security, and technology company with worldwide interests. It is headquartered in North Bethesda, Maryland, in the Washington, D.C., area.",936468,NYSE,USD,USA,MANUFACTURING,GUIDED MISSILES & SPACE VEHICLES & PARTS,"6801 ROCKLEDGE DR, BETHESDA, MD, US",https://www.lockheedmartin.com,December,2024-09-30,115903005000,10226000000,17.7,4.001,30.51,12.6,0.027,27.63,296.57,0.0936,0.127,0.0999,0.81,71295001000,8387000000,27.63,0.01,0.013,595.55,2,8,11,0,2,17.7,17.21,1.626,16.1,1.853,12.71,0.481,615.09,403.36,532.98,511.35,237035000,2024-12-27,2024-12-02,488.97
COP,Common Stock,ConocoPhillips,"ConocoPhillips is an American multinational corporation engaged in hydrocarbon exploration. It is based in the Energy Corridor district of Houston, Texas.",1163165,NYSE,USD,USA,ENERGY & TRANSPORTATION,PETROLEUM REFINING,"925 N. ELDRIDGE PARKWAY, HOUSTON, TX, US",https://www.conocophillips.com,December,2024-09-30,125371843000,24445999000,11.5,8.24,43.34,3.52,0.0322,8.43,48.5,0.175,0.243,0.1,0.204,56924000000,39598000000,8.43,-0.241,-0.079,132.86,8,12,6,0,0,11.5,10.55,2.202,2.513,2.478,5.41,1.22,132.44,94.23,105.47,113.18,1293560000,2024-12-02,2024-11-08,96.92
BMY,Common Stock,Bristol-Myers Squibb Company,"Bristol Myers Squibb (BMS) is an American multinational pharmaceutical company, headquartered in New York City. Bristol Myers Squibb manufactures prescription pharmaceuticals and biologics in several therapeutic areas, including cancer, AIDS, cardiovascular disease, diabetes, hepatitis, rheumatoid arthritis and psychiatric disorders.",14272,NYSE,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,"430 E. 29TH STREET, 14 FLOOR, NEW YORK, NY, US",https://www.bms.com,December,2024-09-30,116985422000,19161999000,None,1.981,8.45,2.4,0.043,-3.58,23.41,-0.153,0.185,0.0607,-0.313,47435002000,36378000000,-3.58,-0.358,0.084,60.91,4,3,18,1,0,-,8.12,2.466,6.82,3.379,31.61,0.441,61.08,38.6,56.53,49.3,2028180000,2025-02-03,2025-01-03,57.68
SONY,Common Stock,Sony Group Corp,"Sony Group Corporation designs, develops, produces and sells electronic equipment, instruments and devices for the consumer, professional and industrial markets worldwide. The company is headquartered in Tokyo, Japan.",313838,NYSE,USD,USA,MANUFACTURING,HOUSEHOLD AUDIO & VIDEO EQUIPMENT,"7-1, KONAN, 1-CHOME, MINATO-KU, TOKYO, JP",https://www.sony.com,March,2024-09-30,130330223000,1752999002000,18.34,3.81,1277.45,19,0.0058,1.17,2151.84,0.0854,0.158,0.0262,0.149,13145739362000,3140906000000,1.17,0.723,0.027,24.27,2,5,0,0,0,18.34,16.89,0.0099,2.633,1.704,8.33,0.814,22.71,14.97,19.53,18.03,6017350000,2024-12-12,2024-09-30,21.66
SNY,Common Stock,Sanofi ADR,"Sanofi, a healthcare company, is engaged in the research, development, manufacture, and marketing of therapeutic solutions in the United States, Europe, and internationally. The company is headquartered in Paris, France.",1121404,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,"46 AVENUE DE LA GRANDE ARMEE, PARIS, FRANCE",https://www.sanofi.com,December,2024-09-30,122174882000,12502500000,26.06,0.854,58.1,0,0.0418,1.87,19.36,0.093,0.288,0.0416,0.0582,48445002000,31697000000,1.87,0.115,0.115,63.06,2,5,1,0,0,26.06,10.85,2.522,1.616,2.74,14.78,0.445,58.97,45.22,49.89,50.93,2507180000,2024-06-06,2024-05-09,48.73
VRTX,Common Stock,Vertex Pharmaceuticals Inc,"Vertex Pharmaceuticals, Inc. is an American biopharmaceutical company based in Boston, Massachusetts.",875320,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,"50 NORTHERN AVENUE, BOSTON, MA, US",https://www.vrtx.com,December,2024-09-30,105267552000,4446600000,None,1.072,60.65,None,None,-1.88,41.19,-0.0451,0.408,0.12,-0.0298,10625800000,5323100000,-1.88,0.01,0.116,493.61,5,17,11,2,1,-,22.27,9.91,6.73,9.45,194.02,0.394,519.88,377.85,464.67,457.54,257529000,None,None,408.76
NKE,Common Stock,Nike Inc,"Nike, Inc. is an American multinational corporation that is engaged in the design, development, manufacturing, and worldwide marketing and sales of footwear, apparel, equipment, accessories, and services. The company is headquartered near Beaverton, Oregon, in the Portland metropolitan area. It is the world's largest supplier of athletic shoes and apparel and a major manufacturer of sports equipment.",320187,NYSE,USD,USA,MANUFACTURING,RUBBER & PLASTICS FOOTWEAR,"ONE BOWERMAN DR, BEAVERTON, OR, US",https://www.nike.com,May,2024-11-30,113751163000,7201000000,23.59,3.981,9.6,0,0.0208,3.24,33.12,0.106,0.104,0.106,0.38,50012000000,21479000000,3.24,-0.255,-0.104,86.48,5,15,17,1,1,23.59,28.65,2.275,8.1,2.369,21.2,1.035,106.02,70.07,77.69,84.1,1190600000,2025-01-02,2024-12-02,95.54
GILD,Common Stock,Gilead Sciences Inc,"Gilead Sciences, Inc. is an American biopharmaceutical company headquartered in Foster City, California, that focuses on researching and developing antiviral drugs used in the treatment of HIV, hepatitis B, hepatitis C, and influenza, including Harvoni and Sovaldi.",882095,NASDAQ,USD,USA,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)","333 LAKESIDE DR, FOSTER CITY, CA, US",https://www.gilead.com,December,2024-09-30,117286470000,13949000000,1045.67,0.541,14.83,3.06,0.0327,0.09,22.7,0.0045,0.42,0.12,0.0056,28299000000,21624000000,0.09,-0.422,0.07,98.92,5,14,13,0,0,1045.67,12.47,4.144,6.35,4.788,34.58,0.192,98.08,60.24,91.15,77.36,1246270000,2024-12-30,2024-12-13,94.11
CB,Common Stock,Chubb Ltd,"Chubb Limited, incorporated in Zurich, Switzerland, is the parent company of Chubb, a global provider of insurance products covering property and casualty, accident and health, reinsurance, and life insurance and the largest publicly traded property and casualty company in the world.",896159,NYSE,USD,USA,FINANCE,"FIRE, MARINE & CASUALTY INSURANCE","BARENGASSE 32, ZURICH CH-8001, CH",https://www.chubb.com/us-en,December,2024-09-30,111932244000,11363000000,11.39,3.463,163.16,3.54,0.0131,24.38,134.95,0.183,0.196,0.0292,0.161,54697001000,10626000000,24.38,0.152,0.078,301.35,7,4,9,0,3,11.39,11.43,2.046,1.702,2.381,-,0.681,301.05,219.92,283.58,270.88,403098000,2025-01-03,2024-12-13,277.68
SBUX,Common Stock,Starbucks Corporation,"Starbucks Corporation is an American multinational chain of coffeehouses and roastery reserves headquartered in Seattle, Washington. As the world's largest coffeehouse chain, Starbucks is seen to be the main representation of the United States' second wave of coffee culture.",829224,NASDAQ,USD,USA,TRADE & SERVICES,RETAIL-EATING & DRINKING PLACES,"P O BOX 34067, SEATTLE, WA, US",https://www.starbucks.com,September,2024-09-30,104593048000,6700000000,27.87,1.867,-6.57,2.32,0.0264,3.31,31.81,0.104,0.133,0.105,0,36176200000,8385400000,3.31,-0.246,-0.032,103.3,7,11,13,3,1,27.87,28.82,2.891,-,3.506,17.81,0.962,103.32,70.4,97.22,88.17,1133800000,2025-02-28,2025-02-14,92.25
MMC,Common Stock,Marsh & McLennan Companies Inc,"Marsh McLennan (formerly known as Marsh & McLennan Companies) is a global professional services firm, headquartered in New York City with businesses in insurance brokerage, risk management, reinsurance services, talent management, investment advisory, and management consulting. Its four main operating companies are Marsh, Guy Carpenter, Mercer, and Oliver Wyman.",62709,NYSE,USD,USA,FINANCE,"INSURANCE AGENTS, BROKERS & SERVICE","1166 AVENUE OF THE AMERICAS, NEW YORK, NY, US",https://www.mmc.com,December,2024-09-30,104839807000,7246000000,26.32,2.259,27.88,3.05,0.0153,8.11,48.62,0.168,0.21,0.0832,0.321,23945001000,8884000000,8.11,0.027,0.059,232.03,2,3,12,0,3,26.32,22.12,4.378,7.66,4.92,17.15,0.937,235.5,186.13,221.67,215.92,491122000,2024-11-15,2024-10-04,213.47
UPS,Common Stock,United Parcel Service Inc,United Parcel Service is an American multinational shipping & receiving and supply chain management company founded in 1907.,1090727,NYSE,USD,USA,ENERGY & TRANSPORTATION,TRUCKING & COURIER SERVICES (NO AIR),"55 GLENLAKE PARKWAY NE, ATLANTA, GA, US",https://www.ups.com,December,2024-09-30,107618492000,12007999000,19.05,1.61,19.76,6.51,0.0517,6.62,105.94,0.0625,0.0922,0.0763,0.314,90685997000,25086000000,6.62,0.374,0.056,149.0,2,13,12,1,2,19.05,14.41,1.187,6.38,1.409,10.85,0.982,154.05,120.09,131.53,136.35,731370000,2024-12-05,2024-11-18,147.15
BA,Common Stock,The Boeing Company,"The Boeing Company is an American multinational corporation that designs, manufactures, and sells airplanes, rotorcraft, rockets, satellites, telecommunications equipment, and missiles worldwide. The company also provides leasing and product support services.",12927,NYSE,USD,USA,MANUFACTURING,AIRCRAFT,"P O BOX 3707 MS 1F 31, SEATTLE, WA, US",https://www.boeing.com,December,2024-09-30,135210369000,-3991000064,None,6.53,-38.12,None,None,-12.94,119.34,-0.109,-0.314,-0.0267,0,73292997000,5768000000,-12.94,-0.68,-0.015,182.84,4,12,10,2,0,-,36.9,1.845,-,2.489,111.56,1.572,258.59,137.03,157.27,169.73,748176000,2020-03-06,2020-02-13,180.72
APP,Common Stock,Applovin Corp,"AppLovin Corporation is committed to creating a software-based platform for mobile application developers to improve the marketing and monetization of their applications globally. The company is headquartered in Palo Alto, California.",1751008,NASDAQ,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","1100 PAGE MILL RD, PALO ALTO, CA, US",https://www.applovin.com,December,2024-09-30,112480379000,1975994000,102.19,2.306,2.797,None,None,3.28,12.76,0.269,0.446,0.184,1.133,4289730000,1613993000,3.28,3.127,0.386,338.6,3,16,6,0,0,102.19,46.08,26.22,119.89,26.91,58.43,1.862,417.63,37.4,276.82,135.08,298668000,None,None,376.61
UBS,Common Stock,UBS Group AG,"UBS Group AG, provides advice and financial solutions to private, institutional and corporate clients worldwide. The company is headquartered in Zurich, Switzerland.",1610520,NYSE,USD,USA,FINANCE,NATIONAL COMMERCIAL BANKS,"BAHNHOFSTRASSE 45, ZURICH, CH",https://www.ubs.com,December,2024-09-30,97981817000,None,23.98,0.399,27.32,0.7,0.0114,1.28,14.71,0.0957,0.248,0.0028,0.0528,47206998000,34415000000,1.28,-0.96,0.067,32.92,0,1,2,0,0,23.98,14.29,2.076,1.123,6.84,-,0.995,33.34,25.86,31.8,30.54,3185710000,2024-05-03,2024-05-01,30.76
MDT,Common Stock,Medtronic PLC,"Medtronic plc is an American-Irish registered medical device company that primarily operates in the United States. Medtronic has an operational and executive headquarters in Fridley, Minnesota in the US.",1613103,NYSE,USD,USA,LIFE SCIENCES,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,"20 ON HATCH, LOWER HATCH STREET, DUBLIN, IE",https://www.medtronic.com,April,2024-10-31,103532093000,9013000000,24.69,1.474,38.29,0,0.032,3.27,24.71,0.121,0.175,0.0442,0.0795,32576999000,21715000000,3.27,0.356,0.028,96.0,6,11,14,1,1,24.69,14.81,3.178,2.135,3.754,14.47,0.853,91.88,74.72,86.28,84.28,1282290000,2025-01-10,2024-09-27,80.74
ADI,Common Stock,Analog Devices Inc,"Analog Devices, Inc. (ADI), also known simply as Analog, is an American multinational semiconductor company specializing in data conversion, signal processing and power management technology, headquartered in Wilmington, Massachusetts.",6281,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,"ONE TECHNOLOGY WAY, NORWOOD, MA, US",https://www.analog.com,October,2024-10-31,107691483000,4361349000,66.16,1.002,70.88,0,0.0165,3.28,19.54,0.171,0.218,0.0286,0.0466,9700436000,7877218000,3.28,-0.546,-0.248,251.9,4,14,14,0,0,66.16,30.03,11.1,3.062,11.98,26.87,1.078,242.09,178.73,219.49,218.55,496297000,2024-12-20,2024-09-03,216.99
MU,Common Stock,Micron Technology Inc,"Micron Technology, Inc. is an American producer of computer memory and computer data storage including dynamic random-access memory, flash memory, and USB flash drives. It is headquartered in Boise, Idaho.",723125,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,"8000 S FEDERAL WAY, PO BOX 6, BOISE, ID, US",https://www.micron.com,August,2024-11-30,98748883000,8944000000,25.4,0.225,40.7,0,0.0044,3.49,22.73,0.031,0.197,0.0117,0.0174,25110999000,-1416000000,3.49,-0.432,0.933,131.74,9,27,2,0,1,25.4,11.83,3.933,2.11,3.627,8.12,1.179,157.22,78.92,101.89,110.67,1114170000,2025-01-15,2024-10-07,88.63
IBN,Common Stock,ICICI Bank Limited,"ICICI Bank Limited offers various banking products and financial services in India and internationally. The company is headquartered in Mumbai, India.",None,NYSE,USD,USA,TECHNOLOGY,GENERAL,NONE,https://www.icicibank.com,March,2024-09-30,107510096000,None,19.65,0,397.44,0,0.0078,1.55,466.49,0.289,0.375,0.0216,0.187,1638509183000,1286954800000,1.55,0.182,0.274,36.2,1,3,0,0,0,19.65,18.18,0.0656,3.279,6.25,-,0.829,32.14,22.96,30.42,28.54,3529550000,2024-09-06,2024-08-12,30.46
PLD,Common Stock,Prologis Inc,"Prologis, Inc. is a real estate investment trust headquartered in San Francisco, California that invests in logistics facilities, with a focus on the consumption side of the global supply chain.",1045609,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,"PIER 1 BAY 1, SAN FRANCISCO, CA, US",https://www.prologis.com,December,2024-09-30,97470652000,5739132000,31.7,0.515,57.23,3.75,0.0365,3.32,8.9,0.374,0.41,0.0211,0.0566,8239210000,4775470000,3.32,0.343,0.068,130.33,5,8,9,0,0,31.7,43.1,11.83,1.839,16.35,19.07,1.094,131.48,98.65,113.73,117.4,926175000,2024-12-31,2024-12-16,105.24
INTC,Common Stock,Intel Corporation,"Intel Corporation is an American multinational corporation and technology company headquartered in Santa Clara, California, in Silicon Valley. It is the world's largest semiconductor chip manufacturer by revenue, and is the developer of the x86 series of microprocessors, the processors found in most personal computers (PCs).",50863,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,"2200 MISSION COLLEGE BLVD, RNB-4-151, SANTA CLARA, CA, US",https://www.intel.com,December,2024-09-30,87553892000,10439000000,None,0.548,23.1,0.495,0.0224,-3.74,12.75,-0.294,-0.0105,-0.0026,-0.156,54246998000,26866000000,-3.74,-0.717,-0.062,24.33,1,4,35,2,4,-,22.83,1.614,0.88,2.096,34.55,1.026,49.64,18.51,22.57,27.67,4313000000,2024-09-01,2024-08-07,20.30
LRCX,Common Stock,Lam Research Corp,"Lam Research Corporation is an American corporation that engages in the design, manufacture, marketing, and service of semiconductor processing equipment used in the fabrication of integrated circuits. Its products are used primarily in front-end wafer processing, which involves the steps that create the active components of semiconductor devices (transistors, capacitors) and their wiring (interconnects). The company also builds equipment for back-end wafer-level packaging (WLP), and for related manufacturing markets such as for microelectromechanical systems (MEMS). The company is headquartered in Fremont, California, in the Silicon Valley.",707549,NASDAQ,USD,USA,TECHNOLOGY,"SPECIAL INDUSTRY MACHINERY, NEC","4650 CUSHING BLVD, FREMONT, CA, US",https://www.lamresearch.com,June,2024-09-30,94443053000,4920197000,23.75,1.411,6.56,0.83,0.0125,3.09,11.93,0.26,0.303,0.15,0.491,15591300000,7871807000,3.09,0.284,0.197,92.82,4,16,12,0,0,23.75,19.88,6.06,11.15,5.99,18.03,1.486,112.31,68.66,74.81,86.82,1286690000,2025-01-08,2024-12-11,73.40
SHW,Common Stock,Sherwin-Williams Co,"Sherwin Williams Company is a Cleveland, Ohio based company in the paint and coating manufacturing industry. The company primarily engages in the manufacture, distribution, and sale of paints, coatings, floorcoverings, and related products to professional, industrial, commercial, and retail customers primarily in North and South America and Europe.",89800,NYSE,USD,USA,TRADE & SERVICES,"RETAIL-BUILDING MATERIALS, HARDWARE, GARDEN SUPPLY","101 PROSPECT AVE NW, CLEVELAND, OH, US",https://www.sherwin-williams.com,December,2024-09-30,86458614000,4399800000,34.12,3.193,16.59,2.75,0.0083,10.06,91.47,0.111,0.184,0.101,0.644,23053500000,9325100000,10.06,0.078,0.007,386.49,5,10,12,1,1,34.12,26.81,3.75,20.8,4.265,22.66,1.175,400.42,281.01,373.35,343.92,251853000,2024-12-06,2024-11-15,343.29
MELI,Common Stock,MercadoLibre Inc.,"MercadoLibre, Inc. operates online trading platforms in Latin America. The company is headquartered in Buenos Aires, Argentina.",1099590,NASDAQ,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","ARIAS 3751, 7TH FLOOR, BUENOS AIRES, AR",https://www.mercadolibre.com,December,2024-09-30,87476838000,2713000000,61.34,1.044,78.94,None,None,28.13,364.88,0.0777,0.105,0.0682,0.426,18493000000,5953000000,28.13,0.094,0.353,2303.8,7,14,4,0,0,61.34,39.22,4.73,21.86,4.896,31.68,1.612,2161.73,1324.99,1938.57,1790.05,50697000,2018-01-16,2017-12-28,1725.48
TD,Common Stock,Toronto Dominion Bank,"Toronto-Dominion Bank offers a variety of personal and commercial banking products and services in Canada and the United States. The company is headquartered in Toronto, Canada.",947263,NYSE,USD,USA,FINANCE,"COMMERCIAL BANKS, NEC","66 WELLINGTON STREET WEST, 12TH FLOOR, TD TOWER, TORONTO, ONTARIO, ON, CA",https://www.td.com,October,2024-10-31,92802466000,None,16.11,1.196,60.85,0,0.0518,3.29,29.5,0.157,0.0539,0.0043,0.0733,52309000000,49201000000,3.29,-0.203,0.079,59.34,3,4,8,0,1,16.11,10.53,1.774,1.277,7.06,-,0.822,64.15,51.25,55.08,57.47,1750100000,2025-01-31,2024-10-10,53.03
APO,Common Stock,Apollo Global Management LLC Class A,None,1858681,NYSE,USD,USA,FINANCE,INVESTMENT ADVICE,"9 WEST 57TH STREET, 42ND FLOOR, NEW YORK, NY, US",https://www.apollo.com/institutional/homepage,December,2024-09-30,96347144000,None,17.98,1.37,29.1,1.818,0.0109,9.47,54.04,0.185,0.348,0.0254,0.335,31670999000,29474000000,9.47,0.174,2.851,182.82,6,9,5,0,0,17.98,20.16,3.042,5.85,2.734,14.76,1.589,189.49,88.44,163.26,127.89,565816000,2024-11-29,2024-11-18,170.28
MO,Common Stock,Altria Group,"Altria Group, Inc. (previously known as Philip Morris Companies, Inc.) is an American corporation and one of the world's largest producers and marketers of tobacco, cigarettes and related products. It operates worldwide and is headquartered in unincorporated Henrico County, Virginia, just outside the city of Richmond.",764180,NYSE,USD,USA,MANUFACTURING,CIGARETTES,"6601 WEST BROAD STREET, RICHMOND, VA, US",https://www.altria.com,December,2024-09-30,88774148000,12216001000,8.85,3.664,-2.044,3.96,0.0779,5.92,11.73,0.505,0.598,0.211,0,20362000000,14183000000,5.92,0.099,0.013,56.8,1,3,7,1,1,8.85,9.89,4.36,27.3,5.5,7.43,0.67,56.93,36.15,54.08,49.09,1694810000,2025-01-10,2024-12-26,52.38
AMT,Common Stock,American Tower Corp,"American Tower Corporation (also referred to as American Tower or ATC) is an American real estate investment trust and an owner and operator of wireless and broadcast communications infrastructure in several countries worldwide and is headquartered in Boston, Massachusetts.",1053507,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,"116 HUNTINGTON AVE, BOSTON, MA, US",https://www.americantower.com,December,2024-09-30,84985848000,6966100000,43.82,1.127,7.79,6.56,0.0356,4.15,23.93,0.0994,0.452,0.0445,0.177,11167700000,7447300000,4.15,0.882,0,237.53,6,9,7,0,0,43.82,28.41,7.61,23.34,11.43,20.94,0.842,239.67,166.36,203.9,205.09,467289000,2025-02-03,2024-12-27,181.87
SO,Common Stock,Southern Company,"Southern Company is an American gas and electric utility holding company based in the southern United States. It is headquartered in Atlanta, Georgia, with executive offices also located in Birmingham, Alabama.",92122,NYSE,USD,USA,ENERGY & TRANSPORTATION,ELECTRIC SERVICES,"30 IVAN ALLEN JR. BLVD., N.W., ATLANTA, GA, US",https://www.southerncompany.com,December,2024-09-30,91094835000,13061000000,19.38,2.885,30.39,2.84,0.0346,4.29,24.14,0.179,0.351,0.0348,0.127,26428000000,10821000000,4.29,0.078,0.042,91.38,4,5,11,1,1,19.38,19.34,3.447,2.736,5.87,11.6,0.509,93.68,63.73,87.39,82.31,1095680000,2024-12-06,2024-11-18,83.14
ELV,Common Stock,Elevance Health Inc,"Elevance Health Inc. is a health benefits company. The company is headquartered in Indianapolis, Indiana.",1156039,NYSE,USD,USA,FINANCE,HOSPITAL & MEDICAL SERVICE PLANS,"120 MONUMENT CIRCLE, INDIANAPOLIS, IN, US",https://www.elevancehealth.com,December,2024-09-30,86059672000,11348000000,13.51,0.69,188.74,6.37,0.0176,27.46,747.41,0.0369,0.0439,0.0584,0.155,174015005000,40112000000,27.46,-0.2,0.054,505.44,6,13,3,0,0,13.51,10.63,0.495,1.966,0.605,-,0.853,563.26,362.21,401.56,495.97,231923000,2024-12-20,2024-12-05,371.07
SPOT,Common Stock,Spotify Technology SA,"Spotify Technology SA, provides audio streaming services worldwide. The company is headquartered in Luxembourg, Luxembourg.",1639920,NYSE,USD,USA,TECHNOLOGY,RADIO BROADCASTING STATIONS,"42-44, AVENUE DE LA GARE, LUXEMBOURG, LU",https://www.spotify.com,December,2024-09-30,92245025000,1179000000,130.05,None,22.98,None,None,3.51,75.93,0.0464,0.114,0.0779,0.207,15102000000,2926000000,3.51,3.394,0.188,477.87,8,18,9,1,0,130.05,47.17,6.11,19.15,5.58,95.38,1.561,506.47,185.37,440.74,348.04,202079000,None,None,456.48
BUD,Common Stock,Anheuser Busch Inbev NV ADR,"Anheuser-Busch InBev SA / NV is engaged in the production, distribution and sale of beer, alcoholic beverages and soft drinks worldwide. ",1668717,NYSE,USD,USA,MANUFACTURING,MALT BEVERAGES,"BROUWERIJPLEIN 1, LEUVEN, BE",https://www.ab-inbev.com,December,2024-09-30,99250553000,18413001000,15.74,0.729,39.82,0,0.0173,3.2,4.942,0.11,0.27,0.0435,0.0839,59399999000,31481000000,3.2,0.415,-0.034,72.7,3,4,4,0,0,15.74,13.48,1.671,1.264,2.874,11.38,1.025,67.49,49.66,56.37,60.36,1748160000,2024-06-07,2024-05-03,56.77
CI,Common Stock,Cigna Corp,"Cigna is an American multinational managed healthcare and insurance company based in Bloomfield, Connecticut. Its insurance subsidiaries are major providers of medical, dental, disability, life and accident insurance and related products and services, the majority of which are offered through employers and other groups (e.g. governmental and non-governmental organizations, unions and associations).",1739940,NYSE,USD,USA,FINANCE,HOSPITAL & MEDICAL SERVICE PLANS,"900 COTTAGE GROVE ROAD, BLOOMFIELD, CT, US",https://www.cigna.com,December,2024-09-30,77524017000,8555000000,26.39,0.668,150.61,5.43,0.0201,10.56,808.02,0.0132,0.0274,0.028,0.0761,229746999000,22981000000,10.56,-0.445,0.28,395.73,7,15,3,0,0,26.39,8.85,0.337,1.842,0.455,-,0.511,369.28,262.03,313.77,337.56,278153000,2024-12-19,2024-12-04,278.71
TT,Common Stock,Trane Technologies plc,"Trane Technologies plc is an American Irish domiciled diversified industrial manufacturing company. It is headquartered near Dublin, Ireland.",1466258,NYSE,USD,USA,LIFE SCIENCES,AUTO CONTROLS FOR REGULATING RESIDENTIAL & COMML ENVIRONMENTS,"170/175 LAKEVIEW DRIVE, AIRSIDE BUSINESS PARK, SWORDS,, CO. DUBLIN, IE",https://www.tranetechnologies.com,December,2024-09-30,84053213000,3691200000,34.24,2.675,33.71,3.27,0.009,10.91,85.43,0.127,0.188,0.105,0.351,19388299000,4964800000,10.91,0.25,0.114,414.62,2,7,16,2,0,34.24,29.85,4.335,11.07,4.508,23.54,1.221,421.15,231.41,398.78,350.87,225024000,2024-12-31,2024-12-06,373.53
